run_id,reader_id,team_id,window_start,window_end,observation_cap,elapsed_minutes,source_id,access_outcome,items_inspected,observations_emitted,duplicate_clusters,conflicts,time_sensitive_items,meaningful_overflow,no_meaningful_update,spot_check_observation_ids,spot_check_failures,corrections,notes
20260829T143349Z,reader-nfc-east-north,DAL,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-dallas-cowboys,checked,4,1,0,0,0,0,false,obs-2026-dal-20260829t143349z-001,0,,Material observations emitted and spot checked.
20260829T143349Z,reader-nfc-east-north,DAL,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-rob-demovsky,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,DAL,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-minnesota-vikings,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,DAL,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-kevin-seifert,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,NYG,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-dallas-cowboys,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,NYG,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-todd-archer,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,NYG,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-new-york-giants,checked,4,2,0,0,2,0,false,obs-2026-nyg-20260829t143349z-001;obs-2026-nyg-20260829t143349z-002,0,,Material observations emitted and spot checked.
20260829T143349Z,reader-nfc-east-north,NYG,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-jordan-raanan,inaccessible,1,0,0,0,0,0,true,,,,Registered endpoint has no time-bounded article archive; no attributable in-window item was exposed.
20260829T143349Z,reader-nfc-east-north,NYG,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-philadelphia-eagles,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,NYG,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-tim-mcmanus,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,NYG,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-washington-commanders,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,NYG,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-john-keim,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,NYG,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-chicago-bears,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,NYG,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-courtney-cronin,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,NYG,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-detroit-lions,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,NYG,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-eric-woodyard,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,NYG,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-green-bay-packers,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,NYG,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-rob-demovsky,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,NYG,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-minnesota-vikings,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,NYG,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-kevin-seifert,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,PHI,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-dallas-cowboys,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,PHI,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-todd-archer,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,PHI,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-new-york-giants,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,PHI,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-jordan-raanan,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,PHI,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-philadelphia-eagles,checked,4,1,0,0,0,0,false,obs-2026-phi-20260829t143349z-001,0,,Material observations emitted and spot checked.
20260829T143349Z,reader-nfc-east-north,PHI,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-tim-mcmanus,inaccessible,1,0,0,0,0,0,true,,,,Registered endpoint has no time-bounded article archive; no attributable in-window item was exposed.
20260829T143349Z,reader-nfc-east-north,PHI,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-washington-commanders,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,PHI,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-john-keim,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,PHI,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-chicago-bears,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,PHI,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-courtney-cronin,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,PHI,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-detroit-lions,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,PHI,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-eric-woodyard,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,PHI,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-green-bay-packers,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,PHI,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-rob-demovsky,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,PHI,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-minnesota-vikings,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,PHI,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-kevin-seifert,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,WAS,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-dallas-cowboys,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,WAS,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-todd-archer,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,WAS,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-new-york-giants,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,WAS,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-jordan-raanan,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,WAS,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-philadelphia-eagles,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,WAS,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-tim-mcmanus,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,WAS,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-washington-commanders,no_new_material,4,0,0,0,0,0,true,,,,Official surfaces checked; no additional material in-window claim qualified.
20260829T143349Z,reader-nfc-east-north,WAS,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-john-keim,inaccessible,1,0,0,0,0,0,true,,,,Registered endpoint has no time-bounded article archive; no attributable in-window item was exposed.
20260829T143349Z,reader-nfc-east-north,WAS,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-chicago-bears,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,WAS,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-courtney-cronin,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,WAS,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-detroit-lions,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,WAS,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-eric-woodyard,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,WAS,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-green-bay-packers,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,WAS,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-rob-demovsky,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,WAS,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-minnesota-vikings,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,WAS,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-kevin-seifert,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,CHI,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-dallas-cowboys,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,CHI,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-todd-archer,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,CHI,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-new-york-giants,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,CHI,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-jordan-raanan,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,CHI,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-philadelphia-eagles,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,CHI,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-tim-mcmanus,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,CHI,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-washington-commanders,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,CHI,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-john-keim,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,CHI,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-chicago-bears,no_new_material,4,0,0,0,0,0,true,,,,Official surfaces checked; no additional material in-window claim qualified.
20260829T143349Z,reader-nfc-east-north,CHI,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-courtney-cronin,inaccessible,1,0,0,0,0,0,true,,,,Registered endpoint has no time-bounded article archive; no attributable in-window item was exposed.
20260829T143349Z,reader-nfc-east-north,CHI,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-detroit-lions,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,CHI,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-eric-woodyard,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,CHI,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-green-bay-packers,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,CHI,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-rob-demovsky,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,CHI,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-minnesota-vikings,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,CHI,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-kevin-seifert,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,DET,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-dallas-cowboys,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,DET,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-todd-archer,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,DET,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-new-york-giants,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,DET,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-jordan-raanan,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,DET,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-philadelphia-eagles,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,DET,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-tim-mcmanus,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,DET,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-washington-commanders,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,DET,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-john-keim,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,DET,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-chicago-bears,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,DET,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-courtney-cronin,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,DET,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-detroit-lions,checked,4,2,0,0,2,0,false,obs-2026-det-20260829t143349z-001;obs-2026-det-20260829t143349z-002,0,,Material observations emitted and spot checked.
20260829T143349Z,reader-nfc-east-north,DET,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-eric-woodyard,inaccessible,1,0,0,0,0,0,true,,,,Registered endpoint has no time-bounded article archive; no attributable in-window item was exposed.
20260829T143349Z,reader-nfc-east-north,DET,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-green-bay-packers,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,DET,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-rob-demovsky,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,DET,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-minnesota-vikings,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,DET,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-kevin-seifert,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,GB,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-dallas-cowboys,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,GB,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-todd-archer,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,GB,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-new-york-giants,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,GB,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-jordan-raanan,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,GB,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-philadelphia-eagles,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,GB,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-tim-mcmanus,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,GB,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-washington-commanders,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,GB,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-john-keim,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,GB,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-chicago-bears,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,GB,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-courtney-cronin,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,GB,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-detroit-lions,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,GB,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-eric-woodyard,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,GB,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-green-bay-packers,checked,4,3,0,0,0,0,false,obs-2026-gb-20260829t143349z-001;obs-2026-gb-20260829t143349z-002;obs-2026-gb-20260829t143349z-003,0,,Material observations emitted and spot checked.
20260829T143349Z,reader-nfc-east-north,GB,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-rob-demovsky,inaccessible,1,0,0,0,0,0,true,,,,Registered endpoint has no time-bounded article archive; no attributable in-window item was exposed.
20260829T143349Z,reader-nfc-east-north,GB,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-minnesota-vikings,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,GB,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-kevin-seifert,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,MIN,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-dallas-cowboys,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,MIN,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-todd-archer,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,MIN,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-new-york-giants,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,MIN,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-jordan-raanan,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,MIN,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-philadelphia-eagles,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,MIN,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-tim-mcmanus,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,MIN,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-washington-commanders,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,MIN,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-writer-john-keim,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
20260829T143349Z,reader-nfc-east-north,MIN,2026-08-26T18:08:30Z,2026-08-29T14:33:49Z,10,10,local-source-chicago-bears,no_new_material,1,0,0,0,0,0,true,,,,Checked frozen source; no material claim for this team.
