candidate_id,candidate_name,outlet,entity_type,discovery_phase,coverage_lanes,current_assignment_evidence,original_work_evidence,disposition,priority,reason,source_id,last_verified
ne-bedard,Greg A. Bedard,Boston Sports Journal,person,omission_pass,independent subscription reporting; organization; scheme,https://www.bostonsportsjournal.com/,https://www.bostonsportsjournal.com/2026/09/09/bedard-the-offense-will-carry-the-patriots-this-season-but-how-far,include,essential,BSJ owner and lead Patriots writer; datelined 2026-09-09 Patriots columns and on-site Week 1 live coverage from Lumen Field.,local-writer-greg-bedard,2026-09-09
ne-giardi,Mike Giardi,Boston Sports Journal,person,omission_pass,independent subscription reporting; practice observation,https://www.bostonsportsjournal.com/team/patriots/feed,https://www.bostonsportsjournal.com/2026/09/08/2026-nfl-season-predictions-from-bedard--giardi---where-do-the-patriots-land,include,valuable,Shares the BSJ Patriots byline with Bedard including the Week 1 Lumen Field live-coverage credit; adds a second credentialed subscription reporter.,local-writer-mike-giardi,2026-09-09
ne-perry,Phil Perry,NBC Sports Boston,person,omission_pass,local television; position usage and fantasy signal,https://www.nbcsportsboston.com/insiders/phil-perry/,https://www.nbcsportsboston.com/nfl/new-england-patriots/mailbag-aj-brown-will-campbell-2026/801696/,include,essential,"Outlet bio names him New England Patriots Insider; hosts Next Pats and co-hosts The Breakdown, with recurring role, snap and usage projection work.",local-writer-phil-perry,2026-09-09
ne-curran,Tom E. Curran,NBC Sports Boston,person,omission_pass,local television; organization; sourced reporting,https://www.nbcsportsboston.com/insiders/tom-curran/,https://www.nbcsportsboston.com/nfl/new-england-patriots/nbc-sport-boston-patriots-coverage-2026-nfl-season/801232/,include,valuable,Outlet bio names him a Patriots/NFL Insider; 2026 coverage release confirms Patriots Talk and Quick Slants; supplies organizational and contract-negotiation sourcing.,local-writer-tom-curran,2026-09-09
ne-kyles,Taylor Kyles,CLNS Media,person,omission_pass,film and scheme analysis; position usage; camp observation,https://www.clnsmedia.com/author/taylor-kyles/,https://www.clnsmedia.com/author/taylor-kyles/,include,essential,"CLNS lead NFL analyst covering players, schemes and tendencies through a Patriots lens; daily numbered 2026 camp reports and Week 1 film pieces. Fills the film/scheme lane the legacy registry lacked.",local-writer-taylor-kyles,2026-09-09
ne-hines,Brian Hines,Pats Pulpit,person,omission_pass,film and scheme analysis; roster; podcast,https://www.patspulpit.com/masthead,https://www.patspulpit.com/authors/brian-hines,include,valuable,Listed as Pats Pulpit's Beat Writer on the site masthead; author page shows same-day 2026-09-09 output and film/draft/cap range; co-hosts Patriots Beat.,local-writer-brian-hines,2026-09-09
ne-buchmasser,Bernd Buchmasser,Pats Pulpit,person,omission_pass,transactions and organization; salary cap; roster mechanics,https://www.patspulpit.com/masthead,https://www.patspulpit.com/new-england-patriots-salary-cap,include,valuable,Site manager since 2018 with an explicit salary-cap and roster-mechanics specialty and same-day 2026-09-09 output; the verifiable standing cap-analysis lane for New England.,local-writer-bernd-buchmasser,2026-09-09
ne-lazar,Evan Lazar,New England Patriots (Patriots.com),person,omission_pass,film and scheme analysis; team-controlled analysis,https://www.patriots.com/author/evan-lazar,https://www.patriots.com/news/patriots-gameplan-3-keys-to-victory-in-super-bowl-rematch-vs-the-seahawks-in-week-1,include,essential,"Patriots.com author page current with Week 1 gameplan and injury analysis; hosts Patriots Catch-22. Most detailed public NE film work, but team-employed and not independent.",local-writer-evan-lazar,2026-09-09
ne-perillo,Paul Perillo,New England Patriots (Patriots.com),person,omission_pass,position usage and fantasy signal; team-controlled analysis; practice observation,https://www.patriots.com/author/paul-perillo,https://www.patriots.com/author/paul-perillo,include,valuable,Patriots.com writer producing the numbered daily Blogservations practice reports through Day 20 of 2026 camp; the highest-cadence rep-by-rep record available. Team-employed.,local-writer-paul-perillo,2026-09-09
ne-barth,Alex Barth,98.5 The Sports Hub,person,omission_pass,local radio; camp notebooks; podcast,https://985thesportshub.com/barth/,https://985thesportshub.com/2026/07/28/patriots-training-camp-notebook-going-deep-on-day-4/,include,valuable,98.5 writer and on-air host with firsthand 2026 camp notebooks; co-hosts the CLNS Patriots Beat podcast. Supplies the sports-radio lane.,local-writer-alex-barth,2026-09-09
ne-unfiltered,Patriots Unfiltered,New England Patriots,collective,initial,team-controlled analysis; interviews,https://www.patriots.com/audio/podcasts,https://www.patriots.com/audio/podcasts,include,valuable,"Official flagship show, live Tuesday-Thursday in season per the official podcast page; useful practice and interview detail without organizational independence.",local-source-patriots-unfiltered,2026-09-09
ne-pfr,Pro Football Reference,Sports Reference,organization,initial,position usage and fantasy signal; data,https://www.pro-football-reference.com/teams/nwe/2026.htm,https://www.pro-football-reference.com/teams/nwe/2026.htm,include,valuable,"Structured snap counts, game logs and splits. Automated retrieval now returns a bot challenge; use manual retrieval.",local-source-pro-football-reference,2026-09-09
ne-otc,Over the Cap,Over the Cap,organization,omission_pass,transactions and organization; contracts and cap,https://overthecap.com/salary-cap/new-england-patriots,https://overthecap.com/salary-cap/new-england-patriots,include,valuable,"Structured 2026 Patriots cap table and roster mechanics, retrievable without a paywall; anchors the contract/cap lane that the legacy registry left empty.",local-source-over-the-cap,2026-09-09
ne-dussault,Mike Dussault,New England Patriots (Patriots.com),person,omission_pass,team-controlled analysis; previews,https://www.patriots.com/author/mike-dussault,https://www.patriots.com/author/mike-dussault,exclude,supplemental,"Current Patriots.com writer, but the 3 to Watch preview format is opinion-forward and duplicates Lazar and Perillo, who are already carried for the same team-controlled lane.",,2026-09-09
ne-hurwitz,Ethan Hurwitz,Patriots on SI (Sports Illustrated),person,omission_pass,daily beat; injuries; roster,https://www.si.com/nfl/patriots/onsi/author/ethan-hurwitz,https://www.si.com/nfl/patriots/onsi/author/ethan-hurwitz,exclude,supplemental,"Verified on-site 2026 Patriots reporter with daily output, but the injury, roster and preview material restates what nine credentialed beats already in the rotation report first.",,2026-09-09
ne-kadlick,Michael Kadlick,Patriots on SI (Sports Illustrated),person,omission_pass,team analysis; podcast,https://www.si.com/nfl/patriots,https://www.si.com/nfl/patriots,exclude,supplemental,Recurring SI Patriots contributor and podcast crossover guest; no differentiated reporting or film lane beyond sources already included.,,2026-09-09
ne-howe,Jeff Howe,The Athletic,person,omission_pass,national reporting; transactions,https://www.nytimes.com/athletic/author/jeff-howe/,https://www.nytimes.com/athletic/author/jeff-howe/,exclude,supplemental,The Athletic bio confirms he is the NFL National Insider and covered the Patriots only through 2021; Graff carries The Athletic's current NE beat and Reiss and Volin cover the national lane.,,2026-09-09
ne-breer,Albert Breer,Sports Illustrated / NBC Sports Boston,person,omission_pass,national reporting,https://www.nbcsportsboston.com/nfl/new-england-patriots/nbc-sport-boston-patriots-coverage-2026-nfl-season/801232/,https://www.si.com/nfl/patriots,exclude,supplemental,"Confirmed special contributor to NBC Sports Boston's 2026 Patriots pregame show, but his New England-specific reporting is episodic rather than a monitorable beat.",,2026-09-09
ne-guregian,Karen Guregian,MassLive,person,omission_pass,column; organization,https://sports.yahoo.com/articles/patriots-record-2026-win-super-090148695.html,https://muckrack.com/karen-guregian/articles,exclude,supplemental,MassLive's 2026-09-09 staff listing identifies her as a columnist rather than the beat; opinion output does not establish role or usage facts.,,2026-09-09
ne-mason,Chris Mason,MassLive,person,omission_pass,enterprise features,https://sports.yahoo.com/articles/patriots-record-2026-win-super-090148695.html,https://www.masslive.com/patriots/,exclude,supplemental,"Listed as sports enterprise reporter, not the Patriots beat; feature cadence is too low for availability or usage monitoring.",,2026-09-09
ne-cardillo,Julian Cardillo,Boston Herald,person,omission_pass,secondary beat support; notebooks,https://www.bostonherald.com/author/julian-cardillo/,https://www.bostonherald.com/author/julian-cardillo/,exclude,supplemental,"Writes occasional Patriots notebooks alongside a multi-sport assignment; the Herald lane is already covered by Callahan and Kyed, who file the same material first.",,2026-09-09
ne-cox,Zack Cox,Boston Herald,person,omission_pass,other Boston beats,https://www.bostonherald.com/author/zack-cox/,https://www.bostonherald.com/author/zack-cox/,exclude,supplemental,Current Herald author page is Red Sox and Celtics coverage; no 2026 Patriots beat assignment.,,2026-09-09
ne-dudek,Greg Dudek,Boston Herald,person,omission_pass,editorial oversight,https://www.bostonherald.com/author/greg-dudek/,https://www.bostonherald.com/author/greg-dudek/,exclude,supplemental,Herald sports editor since December 2025 with only incidental Patriots bylines; an editor is not a monitorable beat source.,,2026-09-09
ne-thomas,Oliver Thomas,Pats Pulpit,person,omission_pass,team analysis; editing,https://www.patspulpit.com/masthead,https://www.patspulpit.com/authors/oliver-thomas,exclude,supplemental,"Deputy site manager; editorial and aggregation output is redundant with Hines and Buchmasser, who carry the site's reporting and cap lanes.",,2026-09-09
ne-pp-bloggers,"Pats Pulpit blogger bench (Alec Shane, Pat Lane, Matt St. Jean, Marima, Matthew Rewinski)",Pats Pulpit,collective,omission_pass,fan analysis; aggregation,https://www.patspulpit.com/masthead,https://www.patspulpit.com/,exclude,supplemental,Masthead lists them as bloggers rather than credentialed reporters; commentary and aggregation without independent access.,,2026-09-09
ne-johnson,Ted Johnson,NBC Sports Boston,person,omission_pass,former-player analysis; local television,https://www.nbcsportsboston.com/nfl/new-england-patriots/nbc-sport-boston-patriots-coverage-2026-nfl-season/801232/,https://www.nbcsportsboston.com/nfl/new-england-patriots/nbc-sport-boston-patriots-coverage-2026-nfl-season/801232/,exclude,supplemental,"Verified 2026 studio analyst on The Breakdown and Postgame Live, but reaction analysis is not tied to documented observation the way the included film sources are.",,2026-09-09
ne-quicksnap,David Andrews and Brian Hoyer (The Quick Snap),NBC Sports Boston,collective,omission_pass,former-player scheme insight,https://www.nbcsportsboston.com/nfl/new-england-patriots/nbc-sport-boston-patriots-coverage-2026-nfl-season/801232/,https://www.nbcsportsboston.com/nfl/new-england-patriots/nbc-sport-boston-patriots-coverage-2026-nfl-season/801232/,exclude,supplemental,"Confirmed 2026 weekly show hosted by former Patriots, but the former-player perspective is not current-access reporting and the scheme lane is held by Kyles, Lazar and Hines.",,2026-09-09
ne-holley,Michael Holley,NBC Sports Boston,person,omission_pass,studio hosting,https://www.nbcsportsboston.com/nfl/new-england-patriots/nbc-sport-boston-patriots-coverage-2026-nfl-season/801232/,https://www.nbcsportsboston.com/nfl/new-england-patriots/nbc-sport-boston-patriots-coverage-2026-nfl-season/801232/,exclude,supplemental,Pregame and Postgame Live host rather than a reporting source; originates no independent Patriots information.,,2026-09-09
ne-weei,WEEI 93.7 (Audacy) Patriots programming,Audacy / WEEI,organization,omission_pass,local radio; coach interviews,https://www.audacy.com/weei/sports/patriots,https://www.patriots.com/news/audacy-and-new-england-patriots-extend-exclusive-broadcast-partnership-on-weei,exclude,supplemental,"Exclusive Patriots radio partner, but its 2026 show listing carries no dedicated Patriots beat writer, and the weekly Vrabel interview is transcribed same-day by included beats. Radio lane is held by Alex Barth.",,2026-09-09
ne-spotrac,Spotrac,Spotrac,organization,omission_pass,contracts and cap; data,https://www.spotrac.com/nfl/new-england-patriots/cap,https://www.spotrac.com/nfl/new-england-patriots/cap,exclude,supplemental,"Verified current 2026 Patriots cap table, but duplicates Over the Cap, which is already carried for the same lane; keep as a cross-check only.",,2026-09-09
ne-patsfans,PatsFans.com,PatsFans,organization,omission_pass,community discussion; aggregation,https://www.patsfans.com/,https://www.patsfans.com/forum/,exclude,supplemental,Long-running fan forum and link aggregator without credentialed access or original reporting; useful only as a discovery lead.,,2026-09-09
ne-underhill,Nick Underhill,New Orleans Football,person,omission_pass,other team beat,https://neworleans.football/,https://neworleans.football/,exclude,supplemental,"Surfaced through a Patriots podcast recommendation list, but he covers New Orleans and holds no 2026 Patriots assignment.",,2026-09-09
ne-kehoe,Nick Kehoe (Football Film Room),Football Film Room,person,omission_pass,film and scheme analysis,https://www.footballfilmroom.com/p/new-england-patriots-2026-profile,https://www.footballfilmroom.com/p/new-england-patriots-2026-profile,exclude,supplemental,"Produced a 2026 Patriots scheme profile, but the publication is league-wide and episodic on New England; not a weekly monitorable NE film source.",,2026-09-09
ne-goss,Nick Goss,NBC Sports Boston,person,omission_pass,digital aggregation,https://www.nbcsportsboston.com/tag/phil-perry/,https://www.nbcsportsboston.com/nfl/new-england-patriots/,exclude,supplemental,"High-volume digital writer whose Patriots posts aggregate reporting from Curran, Perry and national sources rather than originating it.",,2026-09-09
ne-benzan,Miguel Benzan (@patscap),Boston Sports Journal / PatsCap,person,omission_pass,contracts and cap; roster mechanics,https://www.bostonsportsjournal.com/tag/patscap/,https://www.si.com/nfl/patriots/onsi/news/new-england-patriots-standing-strong-2026-nfl-salary-cap-projection,unverified,supplemental,"Widely cited Patriots cap specialist whose 2026 projections are quoted by other outlets, but no current primary outlet page could be verified: patscap.com now serves a hosting default page, the BSJ author page returns 404, the BSJ tag archive shows only pre-2020 items, and BSJ search is behind a bot challenge. Cap lane is therefore anchored on Over the Cap and Buchmasser, not on this candidate.",,2026-09-09
ne-chatham,Matt Chatham,The Razor Show,person,omission_pass,former-player film analysis,https://podcast.feedspot.com/new_england_patriots_podcasts/,https://podcast.feedspot.com/new_england_patriots_podcasts/,unverified,supplemental,Surfaced only through an aggregated podcast directory; no current outlet page or dated 2026 Patriots output could be confirmed at a primary source.,,2026-09-09
ne-pip,Patriots In Progress newsletter,Substack,organization,omission_pass,team analysis; newsletter,https://patriotsinprogress.substack.com/,https://patriotsinprogress.substack.com/,unverified,supplemental,"Active Patriots Substack surfaced in the newsletter sweep, but authorship, credentialed access and original-reporting cadence were not established.",,2026-09-09
ne-bostoncom,Boston.com sports desk,Boston.com,organization,omission_pass,aggregation; community-facing recaps,https://www.boston.com/sports/new-england-patriots/,https://www.boston.com/sports/new-england-patriots/,exclude,supplemental,Globe-affiliated consumer site that repackages Globe and wire Patriots reporting; the Globe beat writers it draws from are already carried directly.,,2026-09-09
