source_id,endpoint_type,url,access,automation_suitability,notes,last_verified
local-writer-taylor-kyles,outlet_profile,https://www.clnsmedia.com/author/taylor-kyles/,free,metadata_and_summary,CLNS author archive with the numbered 2026 camp reports and Week 1 film pieces.,2026-09-09
local-writer-taylor-kyles,podcast_landing,https://www.clnsmedia.com/podcasts/patriots-beat/,free,metadata_only,CLNS Patriots Beat episode discovery.,2026-09-09
local-writer-brian-hines,outlet_profile,https://www.patspulpit.com/authors/brian-hines,free,metadata_and_summary,Pats Pulpit author page; masthead lists him as the site's beat writer.,2026-09-09
local-writer-bernd-buchmasser,outlet_profile,https://www.patspulpit.com/authors/bernd-buchmasser,free,metadata_and_summary,Pats Pulpit author page for the site manager and cap analyst.,2026-09-09
local-writer-bernd-buchmasser,topic_landing,https://www.patspulpit.com/new-england-patriots-salary-cap,free,metadata_and_summary,Standing Patriots salary-cap section.,2026-09-09
local-writer-evan-lazar,outlet_profile,https://www.patriots.com/author/evan-lazar,free,metadata_and_summary,Patriots.com author page; team-employed film and gameplan analysis.,2026-09-09
local-writer-paul-perillo,outlet_profile,https://www.patriots.com/author/paul-perillo,free,metadata_and_summary,Patriots.com author page carrying the numbered daily Blogservations practice reports.,2026-09-09
local-writer-alex-barth,outlet_profile,https://985thesportshub.com/barth/,free,manual_retrieval,98.5 The Sports Hub author bio; the domain returns a Cloudflare challenge to automated retrieval.,2026-09-09
local-writer-alex-barth,podcast_landing,https://www.clnsmedia.com/podcasts/patriots-beat/,free,metadata_only,Patriots Beat episode discovery; Barth co-hosts.,2026-09-09
local-source-patriots-unfiltered,podcast_landing,https://www.patriots.com/audio/podcasts,free,metadata_only,Official podcast discovery page; Unfiltered airs live Tuesday-Thursday in season.,2026-09-09
local-source-pro-football-reference,team_page,https://www.pro-football-reference.com/teams/nwe/2026.htm,free,manual_retrieval,Season statistics and game logs; automated access now returns a Cloudflare challenge.,2026-09-09
local-source-over-the-cap,team_page,https://overthecap.com/salary-cap/new-england-patriots,free,structured_page,"2026 Patriots cap table, dead money and roster mechanics.",2026-09-09
