game_id,team_id,player_or_unit,metric_name,quarter_filter,game_clock_filter,score_margin_filter,qb_unit,personnel_filter,player_available_context,numerator,denominator,denominator_definition,eligible_plays,chartable_plays,unknown_plays,source_id,source_url,source_locator,published_at,retrieved_at,method,status,ledger_id,target_ids,notes
2026-W01-NE-SEA,NE,Rhamondre Stevenson,two_minute_snap_involvement,Q2;Q4,inside 2:00,,Maye,,Henderson inactive,11,11,"offensive snaps inside 2:00 of either half = 11 (4 in the Q2 two-minute drill after the warning, 7 on the final Q4 drive). Special-teams snaps excluded.",11,11,0,local-source-nfl-gamebooks,https://static.www.nfl.com/image/upload/v1789038923/gamecenter/a8fb0d78-4feb-11f1-abca-2c54536568a9.pdf,play-by-play Q2 2:00-0:57 and Q4 2:00-0:26,2026-09-10T11:15:23Z,2026-09-10T22:33:00Z,manual_reconciliation_official_gamebook,measured_final,til-2026-ne-20260909-002;til-2026-ne-20260909-003,ne-2026-off-q06;ne-2026-off-q07,"Stevenson was the two-minute back: on the field for all 11 two-minute snaps, with a 5-yard reception and a 2-yard carry in Q2 and an 8-yard carry in Q4. Kiner and Larison took zero Q2 two-minute snaps; Larison had one Q4 target. Presence is derived from play-by-play participation and the 60-snap total, not from an alignment chart. TreVeyon Henderson (ankle) was an official Week 1 inactive. Henderson-absent sample. published_at is the CDN asset upload stamp derivable from the document URL segment v1789038923; the PDF carries no internal creation date and no publisher-declared publication time. Corroborating dated anchor: patriots.com 'Gamebook: Patriots at Seahawks Week 1', datePublished 2026-09-10T03:35:57Z."
2026-W01-NE-SEA,SEA,Jadarian Price,offensive_snap_share,,,,Darnold 5 / Lock 45,,full healthy backfield; Charbonnet on reserve/PUP,24,50,"actual offensive snaps = 50. Reconciles as 48 statistical offensive plays (24 pass attempts + 22 rushes + 2 sacks, page 3) plus 2 snapped plays negated by live-ball penalty (illegal shift nullifying the Kupp TD; offensive offside nullifying the Barner direct-snap run). Cross-check: equals New England's 50 defensive snaps; all five SEA offensive linemen at 100%.",50,50,0,local-source-nfl-gamebooks,https://static.www.nfl.com/image/upload/v1789038923/gamecenter/a8fb0d78-4feb-11f1-abca-2c54536568a9.pdf,"page 16, Playtime Percentage, Seattle offense",2026-09-10T11:15:23Z,2026-09-10T22:33:00Z,manual_reconciliation_official_gamebook,measured_final,til-2026-sea-20260909-005,sea-off-rb-001;rf-2026-sea-post-walker-backfield-001,"NFL debut. 52 rushing yards, 5.2 avg, long 13; 2 receptions on 2 targets for 6 yards. Price 24 snaps to Holani 23 is a near-even split, not a lead-back workload. Sam Darnold left injured on the opening possession (5 of 50 snaps); Drew Lock took the remaining 45. Playtime Percentage table is labelled 'Unofficial' by the gamebook; no official participation report exists for this game. published_at is the CDN asset upload stamp derivable from the document URL segment v1789038923; the PDF carries no internal creation date and no publisher-declared publication time. Corroborating dated anchor: patriots.com 'Gamebook: Patriots at Seahawks Week 1', datePublished 2026-09-10T03:35:57Z."
2026-W01-NE-SEA,SEA,Jadarian Price,team_carry_share,,,,Darnold 5 / Lock 45,,full healthy backfield,10,22,"team rushing attempts = 22 (page 3). Includes Lock's 2 quarterback rushes, one of which is a kneel-down.",22,22,0,local-source-nfl-gamebooks,https://static.www.nfl.com/image/upload/v1789038923/gamecenter/a8fb0d78-4feb-11f1-abca-2c54536568a9.pdf,"page 2, Final Individual Statistics, Seattle rushing",2026-09-10T11:15:23Z,2026-09-10T22:33:00Z,manual_reconciliation_official_gamebook,measured_final,til-2026-sea-20260909-005,sea-off-rb-001,"NFL debut. 52 rushing yards, 5.2 avg, long 13; 2 receptions on 2 targets for 6 yards. Running-back-only carries total 20 (Price 10, Holani 8, Wilson 2). published_at is the CDN asset upload stamp derivable from the document URL segment v1789038923; the PDF carries no internal creation date and no publisher-declared publication time. Corroborating dated anchor: patriots.com 'Gamebook: Patriots at Seahawks Week 1', datePublished 2026-09-10T03:35:57Z."
2026-W01-NE-SEA,SEA,George Holani,offensive_snap_share,,,,Darnold 5 / Lock 45,,full healthy backfield; Charbonnet on reserve/PUP,23,50,"actual offensive snaps = 50. Reconciles as 48 statistical offensive plays (24 pass attempts + 22 rushes + 2 sacks, page 3) plus 2 snapped plays negated by live-ball penalty (illegal shift nullifying the Kupp TD; offensive offside nullifying the Barner direct-snap run). Cross-check: equals New England's 50 defensive snaps; all five SEA offensive linemen at 100%.",50,50,0,local-source-nfl-gamebooks,https://static.www.nfl.com/image/upload/v1789038923/gamecenter/a8fb0d78-4feb-11f1-abca-2c54536568a9.pdf,"page 16, Playtime Percentage, Seattle offense",2026-09-10T11:15:23Z,2026-09-10T22:33:00Z,manual_reconciliation_official_gamebook,measured_final,til-2026-sea-20260909-005,sea-off-rb-001;rf-2026-sea-post-walker-backfield-001,"29 rushing yards, 3.6 avg; 1 target, 0 receptions. Price 24 snaps to Holani 23 is a near-even split, not a lead-back workload. Sam Darnold left injured on the opening possession (5 of 50 snaps); Drew Lock took the remaining 45. Playtime Percentage table is labelled 'Unofficial' by the gamebook; no official participation report exists for this game. published_at is the CDN asset upload stamp derivable from the document URL segment v1789038923; the PDF carries no internal creation date and no publisher-declared publication time. Corroborating dated anchor: patriots.com 'Gamebook: Patriots at Seahawks Week 1', datePublished 2026-09-10T03:35:57Z."
2026-W01-NE-SEA,SEA,George Holani,team_carry_share,,,,Darnold 5 / Lock 45,,full healthy backfield,8,22,"team rushing attempts = 22 (page 3). Includes Lock's 2 quarterback rushes, one of which is a kneel-down.",22,22,0,local-source-nfl-gamebooks,https://static.www.nfl.com/image/upload/v1789038923/gamecenter/a8fb0d78-4feb-11f1-abca-2c54536568a9.pdf,"page 2, Final Individual Statistics, Seattle rushing",2026-09-10T11:15:23Z,2026-09-10T22:33:00Z,manual_reconciliation_official_gamebook,measured_final,til-2026-sea-20260909-005,sea-off-rb-001,"29 rushing yards, 3.6 avg; 1 target, 0 receptions. Running-back-only carries total 20 (Price 10, Holani 8, Wilson 2). published_at is the CDN asset upload stamp derivable from the document URL segment v1789038923; the PDF carries no internal creation date and no publisher-declared publication time. Corroborating dated anchor: patriots.com 'Gamebook: Patriots at Seahawks Week 1', datePublished 2026-09-10T03:35:57Z."
2026-W01-NE-SEA,SEA,Emanuel Wilson,offensive_snap_share,,,,Darnold 5 / Lock 45,,full healthy backfield; Charbonnet on reserve/PUP,3,50,"actual offensive snaps = 50. Reconciles as 48 statistical offensive plays (24 pass attempts + 22 rushes + 2 sacks, page 3) plus 2 snapped plays negated by live-ball penalty (illegal shift nullifying the Kupp TD; offensive offside nullifying the Barner direct-snap run). Cross-check: equals New England's 50 defensive snaps; all five SEA offensive linemen at 100%.",50,50,0,local-source-nfl-gamebooks,https://static.www.nfl.com/image/upload/v1789038923/gamecenter/a8fb0d78-4feb-11f1-abca-2c54536568a9.pdf,"page 16, Playtime Percentage, Seattle offense",2026-09-10T11:15:23Z,2026-09-10T22:33:00Z,manual_reconciliation_official_gamebook,measured_final,til-2026-sea-20260909-005,sea-off-rb-001;rf-2026-sea-post-walker-backfield-001,"3 rushing yards on 2 carries; no targets. Cleared from the hamstring designation and active. Price 24 snaps to Holani 23 is a near-even split, not a lead-back workload. Sam Darnold left injured on the opening possession (5 of 50 snaps); Drew Lock took the remaining 45. Playtime Percentage table is labelled 'Unofficial' by the gamebook; no official participation report exists for this game. published_at is the CDN asset upload stamp derivable from the document URL segment v1789038923; the PDF carries no internal creation date and no publisher-declared publication time. Corroborating dated anchor: patriots.com 'Gamebook: Patriots at Seahawks Week 1', datePublished 2026-09-10T03:35:57Z."
2026-W01-NE-SEA,SEA,Emanuel Wilson,team_carry_share,,,,Darnold 5 / Lock 45,,full healthy backfield,2,22,"team rushing attempts = 22 (page 3). Includes Lock's 2 quarterback rushes, one of which is a kneel-down.",22,22,0,local-source-nfl-gamebooks,https://static.www.nfl.com/image/upload/v1789038923/gamecenter/a8fb0d78-4feb-11f1-abca-2c54536568a9.pdf,"page 2, Final Individual Statistics, Seattle rushing",2026-09-10T11:15:23Z,2026-09-10T22:33:00Z,manual_reconciliation_official_gamebook,measured_final,til-2026-sea-20260909-005,sea-off-rb-001,"3 rushing yards on 2 carries; no targets. Cleared from the hamstring designation and active. Running-back-only carries total 20 (Price 10, Holani 8, Wilson 2). published_at is the CDN asset upload stamp derivable from the document URL segment v1789038923; the PDF carries no internal creation date and no publisher-declared publication time. Corroborating dated anchor: patriots.com 'Gamebook: Patriots at Seahawks Week 1', datePublished 2026-09-10T03:35:57Z."
2026-W01-NE-SEA,SEA,running backs (Price/Holani/Wilson),inside_5_carry_share,,,,Lock,goal-to-go and inside opponent 5,full healthy backfield,0,0,offensive snaps inside the New England 5 = 0. Page 3 goal-to-go efficiency is 0-0; Seattle's red-zone efficiency was 0-2 and its deepest snaps were three pass plays from the NE 7 and NE 8.,0,0,0,local-source-nfl-gamebooks,https://static.www.nfl.com/image/upload/v1789038923/gamecenter/a8fb0d78-4feb-11f1-abca-2c54536568a9.pdf,page 3 Final Team Statistics goal-to-go and red zone; play-by-play Q3 3:25 and Q4 5:59-5:53,2026-09-10T11:15:23Z,2026-09-10T22:33:00Z,manual_reconciliation_official_gamebook,measured_final,til-2026-sea-20260909-005,sea-off-rb-001;rf-2026-sea-post-walker-backfield-001,"NO ELIGIBLE SAMPLE. Seattle ran zero goal-to-go snaps and no back carried inside the New England 10. The inside-five question named in the ledger trigger is unanswerable from this game and must remain open. An unobserved scoring situation cannot resolve a scoring role. published_at is the CDN asset upload stamp derivable from the document URL segment v1789038923; the PDF carries no internal creation date and no publisher-declared publication time. Corroborating dated anchor: patriots.com 'Gamebook: Patriots at Seahawks Week 1', datePublished 2026-09-10T03:35:57Z."
2026-W01-NE-SEA,SEA,Sam Darnold,qb_offensive_snap_share,,,,Sam Darnold,,in-game quarterback change,5,50,"actual offensive snaps = 50. Reconciles as 48 statistical offensive plays (24 pass attempts + 22 rushes + 2 sacks, page 3) plus 2 snapped plays negated by live-ball penalty (illegal shift nullifying the Kupp TD; offensive offside nullifying the Barner direct-snap run). Cross-check: equals New England's 50 defensive snaps; all five SEA offensive linemen at 100%.",50,50,0,local-source-nfl-gamebooks,https://static.www.nfl.com/image/upload/v1789038923/gamecenter/a8fb0d78-4feb-11f1-abca-2c54536568a9.pdf,"page 16, Playtime Percentage, Seattle offense; play-by-play Q1",2026-09-10T11:15:23Z,2026-09-10T22:33:00Z,manual_reconciliation_official_gamebook,measured_final,,sea-off-te-001;sea-off-ol-001,"Injured on a D.Jones sack ending the opening possession, Q1 12:27. Snaps: Price 13-yard run (14:55), pass to Smith-Njigba (14:17), Holani 9-yard run (13:09), incompletion to Shaheed (12:30), sack (12:27). The Saubert false start at 13:32 was a dead-ball foul and is correctly not a snap. Every Seattle receiving rate in this game has a split denominator and must not be computed on 50. Playtime Percentage table is labelled 'Unofficial' by the gamebook; no official participation report exists for this game. published_at is the CDN asset upload stamp derivable from the document URL segment v1789038923; the PDF carries no internal creation date and no publisher-declared publication time. Corroborating dated anchor: patriots.com 'Gamebook: Patriots at Seahawks Week 1', datePublished 2026-09-10T03:35:57Z."
2026-W01-NE-SEA,SEA,Drew Lock,qb_offensive_snap_share,,,,Drew Lock,,in-game quarterback change,45,50,"actual offensive snaps = 50. Reconciles as 48 statistical offensive plays (24 pass attempts + 22 rushes + 2 sacks, page 3) plus 2 snapped plays negated by live-ball penalty (illegal shift nullifying the Kupp TD; offensive offside nullifying the Barner direct-snap run). Cross-check: equals New England's 50 defensive snaps; all five SEA offensive linemen at 100%.",50,50,0,local-source-nfl-gamebooks,https://static.www.nfl.com/image/upload/v1789038923/gamecenter/a8fb0d78-4feb-11f1-abca-2c54536568a9.pdf,"page 16, Playtime Percentage, Seattle offense; play-by-play Q1",2026-09-10T11:15:23Z,2026-09-10T22:33:00Z,manual_reconciliation_official_gamebook,measured_final,,sea-off-te-001;sea-off-ol-001,"First snap Q1 6:22. Accounted for 22 of Seattle's 24 team targets, including 10 of Smith-Njigba's 11. No canonical player profile exists. Every Seattle receiving rate in this game has a split denominator and must not be computed on 50. Playtime Percentage table is labelled 'Unofficial' by the gamebook; no official participation report exists for this game. published_at is the CDN asset upload stamp derivable from the document URL segment v1789038923; the PDF carries no internal creation date and no publisher-declared publication time. Corroborating dated anchor: patriots.com 'Gamebook: Patriots at Seahawks Week 1', datePublished 2026-09-10T03:35:57Z."
2026-W01-NE-SEA,SEA,Julian Love,defensive_snap_share,,,,,,"Okada, Emmanwori, Horton, Kallerup inactive",71,71,"actual defensive snaps = 71, equal to New England's 71 offensive snaps. Love, D.Thomas and E.Jones each at 100%.",71,71,0,local-source-nfl-gamebooks,https://static.www.nfl.com/image/upload/v1789038923/gamecenter/a8fb0d78-4feb-11f1-abca-2c54536568a9.pdf,"page 16, Playtime Percentage, Seattle defense",2026-09-10T11:15:23Z,2026-09-10T22:33:00Z,manual_reconciliation_official_gamebook,measured_final,til-2026-sea-20260909-002;til-2026-sea-20260909-003,sea-def-s-001;rf-2026-sea-secondary-replacement-roles-001,"Every defensive snap. One-game injury-forced configuration; cannot settle the durable job. Playtime Percentage table is labelled 'Unofficial' by the gamebook; no official participation report exists for this game. published_at is the CDN asset upload stamp derivable from the document URL segment v1789038923; the PDF carries no internal creation date and no publisher-declared publication time. Corroborating dated anchor: patriots.com 'Gamebook: Patriots at Seahawks Week 1', datePublished 2026-09-10T03:35:57Z."
2026-W01-NE-SEA,SEA,Rodney Thomas II,defensive_snap_share,,,,,,"Okada, Emmanwori, Horton, Kallerup inactive",70,71,"actual defensive snaps = 71, equal to New England's 71 offensive snaps. Love, D.Thomas and E.Jones each at 100%.",71,71,0,local-source-nfl-gamebooks,https://static.www.nfl.com/image/upload/v1789038923/gamecenter/a8fb0d78-4feb-11f1-abca-2c54536568a9.pdf,"page 16, Playtime Percentage, Seattle defense",2026-09-10T11:15:23Z,2026-09-10T22:33:00Z,manual_reconciliation_official_gamebook,measured_final,til-2026-sea-20260909-002;til-2026-sea-20260909-003,sea-def-s-001;rf-2026-sea-secondary-replacement-roles-001,"Played 70 of 71 defensive snaps as the safety beside Love, with Okada and Emmanwori inactive. A practice-squad elevation in a one-game injury-forced pairing; this is a snap count, not a durable depth-chart position, and the table carries no alignment labels. One-game injury-forced configuration; cannot settle the durable job. Playtime Percentage table is labelled 'Unofficial' by the gamebook; no official participation report exists for this game. published_at is the CDN asset upload stamp derivable from the document URL segment v1789038923; the PDF carries no internal creation date and no publisher-declared publication time. Corroborating dated anchor: patriots.com 'Gamebook: Patriots at Seahawks Week 1', datePublished 2026-09-10T03:35:57Z."
2026-W01-NE-SEA,SEA,AJ Finley,defensive_snap_share,,,,,,"Okada, Emmanwori, Horton, Kallerup inactive",0,71,"actual defensive snaps = 71, equal to New England's 71 offensive snaps. Love, D.Thomas and E.Jones each at 100%.",71,71,0,local-source-nfl-gamebooks,https://static.www.nfl.com/image/upload/v1789038923/gamecenter/a8fb0d78-4feb-11f1-abca-2c54536568a9.pdf,"page 16, Playtime Percentage, Seattle defense",2026-09-10T11:15:23Z,2026-09-10T22:33:00Z,manual_reconciliation_official_gamebook,measured_final,til-2026-sea-20260909-002;til-2026-sea-20260909-003,sea-def-s-001;rf-2026-sea-secondary-replacement-roles-001,"ACTIVE BUT DID NOT PLAY A DEFENSIVE SNAP. Finley was signed to the 53-man roster on 2026-09-09 and was one of the two players the team site expected to start beside Love. He does not appear in the defensive participation table. One-game injury-forced configuration; cannot settle the durable job. Playtime Percentage table is labelled 'Unofficial' by the gamebook; no official participation report exists for this game. published_at is the CDN asset upload stamp derivable from the document URL segment v1789038923; the PDF carries no internal creation date and no publisher-declared publication time. Corroborating dated anchor: patriots.com 'Gamebook: Patriots at Seahawks Week 1', datePublished 2026-09-10T03:35:57Z."
