run_id,reader_id,season,team_ids,source_ids,reader_lane,window_start,window_end,output_directory,status,notes
20260906T193157Z,reader-buf,2026,BUF,local-source-buffalo-bills;local-writer-joe-buscaglia,official_record;beat_reporting,2026-08-29T14:33:49Z,2026-09-06T19:31:57Z,intelligence/2026/runs/20260906T193157Z/reader-buf,frozen,Catch-up pass; maximum 20 observations; official records and registered beat reporting; resolve open ledger triggers first.
20260906T193157Z,reader-phi,2026,PHI,local-source-philadelphia-eagles;local-writer-tim-mcmanus,official_record;beat_reporting,2026-08-29T14:33:49Z,2026-09-06T19:31:57Z,intelligence/2026/runs/20260906T193157Z/reader-phi,frozen,Catch-up pass; maximum 20 observations; official records and registered beat reporting; resolve open ledger triggers first.
20260906T193157Z,reader-was,2026,WAS,local-source-washington-commanders;local-writer-john-keim,official_record;beat_reporting,2026-08-29T14:33:49Z,2026-09-06T19:31:57Z,intelligence/2026/runs/20260906T193157Z/reader-was,frozen,Catch-up pass; maximum 20 observations; official records and registered beat reporting; resolve open ledger triggers first.
20260906T193157Z,reader-chi,2026,CHI,local-source-chicago-bears;local-writer-courtney-cronin,official_record;beat_reporting,2026-08-29T14:33:49Z,2026-09-06T19:31:57Z,intelligence/2026/runs/20260906T193157Z/reader-chi,frozen,Catch-up pass; maximum 20 observations; official records and registered beat reporting; resolve open ledger triggers first.
20260906T193157Z,reader-det,2026,DET,local-source-detroit-lions;local-writer-eric-woodyard,official_record;beat_reporting,2026-08-29T14:33:49Z,2026-09-06T19:31:57Z,intelligence/2026/runs/20260906T193157Z/reader-det,frozen,Catch-up pass; maximum 20 observations; official records and registered beat reporting; resolve open ledger triggers first.
20260906T193157Z,reader-gb,2026,GB,local-source-green-bay-packers;local-writer-rob-demovsky,official_record;beat_reporting,2026-08-29T14:33:49Z,2026-09-06T19:31:57Z,intelligence/2026/runs/20260906T193157Z/reader-gb,frozen,Catch-up pass; maximum 20 observations; official records and registered beat reporting; resolve open ledger triggers first.
20260906T193157Z,reader-min,2026,MIN,local-source-minnesota-vikings;local-writer-kevin-seifert,official_record;beat_reporting,2026-08-29T14:33:49Z,2026-09-06T19:31:57Z,intelligence/2026/runs/20260906T193157Z/reader-min,frozen,Catch-up pass; maximum 20 observations; official records and registered beat reporting; resolve open ledger triggers first.
20260906T193157Z,reader-atl,2026,ATL,local-source-atlanta-falcons;local-writer-will-mcfadden,official_record;beat_reporting,2026-08-29T14:33:49Z,2026-09-06T19:31:57Z,intelligence/2026/runs/20260906T193157Z/reader-atl,frozen,Catch-up pass; maximum 20 observations; official records and registered beat reporting; resolve open ledger triggers first.
20260906T193157Z,reader-car,2026,CAR,local-source-carolina-panthers;local-writer-mike-kaye,official_record;beat_reporting,2026-08-29T14:33:49Z,2026-09-06T19:31:57Z,intelligence/2026/runs/20260906T193157Z/reader-car,frozen,Catch-up pass; maximum 20 observations; official records and registered beat reporting; resolve open ledger triggers first.
20260906T193157Z,reader-no,2026,NO,local-source-new-orleans-saints;local-writer-katherine-terrell,official_record;beat_reporting,2026-08-29T14:33:49Z,2026-09-06T19:31:57Z,intelligence/2026/runs/20260906T193157Z/reader-no,frozen,Catch-up pass; maximum 20 observations; official records and registered beat reporting; resolve open ledger triggers first.
20260906T193157Z,reader-tb,2026,TB,local-source-tampa-bay-buccaneers;local-writer-jenna-laine,official_record;beat_reporting,2026-08-29T14:33:49Z,2026-09-06T19:31:57Z,intelligence/2026/runs/20260906T193157Z/reader-tb,frozen,Catch-up pass; maximum 20 observations; official records and registered beat reporting; resolve open ledger triggers first.
20260906T193157Z,reader-ari,2026,ARI,local-source-arizona-cardinals;local-writer-josh-weinfuss,official_record;beat_reporting,2026-08-29T14:33:49Z,2026-09-06T19:31:57Z,intelligence/2026/runs/20260906T193157Z/reader-ari,frozen,Catch-up pass; maximum 20 observations; official records and registered beat reporting; resolve open ledger triggers first.
20260906T193157Z,reader-lar,2026,LAR,local-source-los-angeles-rams;local-writer-sarah-barshop,official_record;beat_reporting,2026-08-29T14:33:49Z,2026-09-06T19:31:57Z,intelligence/2026/runs/20260906T193157Z/reader-lar,frozen,Catch-up pass; maximum 20 observations; official records and registered beat reporting; resolve open ledger triggers first.
20260906T193157Z,reader-sf,2026,SF,local-source-san-francisco-49ers;local-writer-nick-wagoner,official_record;beat_reporting,2026-08-29T14:33:49Z,2026-09-06T19:31:57Z,intelligence/2026/runs/20260906T193157Z/reader-sf,frozen,Catch-up pass; maximum 20 observations; official records and registered beat reporting; resolve open ledger triggers first.
20260906T193157Z,reader-sea,2026,SEA,local-source-seattle-seahawks;local-writer-brady-henderson,official_record;beat_reporting,2026-08-29T14:33:49Z,2026-09-06T19:31:57Z,intelligence/2026/runs/20260906T193157Z/reader-sea,frozen,Catch-up pass; maximum 20 observations; official records and registered beat reporting; resolve open ledger triggers first.
